drawNo,date,isSweepDay,d1st,d2nd,d3rd,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
5194,10 Jul 2024,false,8879,3581,9763,0110,0249,0736,0907,1709,2607,2932,3146,5930,8204,0034,0390,1179,1274,2620,4162,8092,9548,9651,9737
5193,07 Jul 2024,false,0753,6549,8000,1299,2446,2447,3718,6562,6747,7505,7593,8152,8222,1027,4144,4436,6136,6172,6386,7426,7877,8311,9364
5192,06 Jul 2024,false,1897,6901,5695,0071,1585,2807,3055,3109,4961,6215,7474,7847,9785,1540,1748,2061,2677,3915,6471,7435,7556,8226,8844
5191,03 Jul 2024,true,0547,3531,2359,0390,1706,3180,3261,4507,4886,5645,5738,6066,6703,0774,1141,2427,3092,3939,6378,6651,6820,6981,9019
5190,30 Jun 2024,false,7878,6202,8016,2261,2721,2967,2980,3657,4232,5475,6984,7094,9633,0682,1534,2765,2953,5324,5445,9255,9311,9376,9736
5189,29 Jun 2024,false,1295,7962,3439,0026,1692,3013,3386,3734,4149,7332,7632,7714,8289,0857,1017,1101,1133,1335,1954,4422,5737,6307,9723
5188,26 Jun 2024,false,8668,9176,3251,0336,0512,4204,4561,4999,5772,7100,7927,9104,9948,0867,1686,1746,3763,4858,6826,8009,8273,9704,9985
5187,23 Jun 2024,false,0096,3255,5530,0324,1070,1347,1572,2175,4643,5408,7013,7567,8114,2055,3154,3978,4775,5163,7439,8231,8322,8349,8857
5186,22 Jun 2024,false,6235,4207,7090,0970,1515,1589,1600,4646,4975,5117,5716,6759,9457,0460,1430,2030,5519,5997,6151,6399,7527,9446,9747
5185,19 Jun 2024,false,4792,7474,5320,0173,0549,3486,3687,3952,4147,4714,5317,6148,6353,0650,1816,2480,5913,6562,6714,7327,7660,8364,9185
5184,16 Jun 2024,false,5707,7591,1855,2447,3594,3973,4546,5939,7741,7745,7754,8703,9275,0447,1876,3727,3784,4421,7860,8421,9528,9871,9953
5183,15 Jun 2024,false,5393,8046,3525,2533,5339,5366,5417,5475,7077,7652,7763,8907,9036,0510,0787,1952,3823,4621,5572,5809,6745,9778,9976
5182,12 Jun 2024,false,5858,0219,3233,0948,1106,1356,1781,4904,5322,5428,6946,8872,9473,1060,1183,2549,4022,4728,6441,7112,8268,8875,8927
5181,09 Jun 2024,false,7353,0301,9464,2005,2415,3005,3424,5864,6033,6429,6782,8025,8572,0096,3093,3577,4892,5079,5409,6836,8437,9218,9994
5180,08 Jun 2024,false,4277,0920,1169,0422,1091,1328,1633,2989,4491,5622,7303,9229,9604,0989,2228,2319,4318,4478,4495,4526,5115,6132,8440
5179,05 Jun 2024,true,9498,9570,7805,0621,0945,2440,2936,3757,4684,5080,7411,8679,9796,0084,1662,2509,2823,3892,4413,5951,7126,9220,9635
5178,02 Jun 2024,false,6212,4029,7849,1535,1591,2317,2355,4018,4805,4903,5428,5862,8247,0474,0542,0732,2565,3191,3944,4840,5797,6778,8903
5177,01 Jun 2024,false,9799,2463,1585,0770,0939,1340,1665,1942,3448,5484,6098,7614,7615,0446,0845,1666,1733,3651,4249,4903,5284,7399,7736
5176,29 May 2024,false,9173,5671,7799,0656,0694,1556,4795,7029,7659,7701,7709,8438,9633,1099,2372,2943,3654,4957,5505,7047,7622,8017,9497
5175,26 May 2024,false,3895,6684,0927,0956,2165,4181,4527,5827,6006,6329,6794,7180,7960,0154,0787,2465,2936,4411,6644,6701,7943,9179,9515
5174,25 May 2024,false,4847,5332,7500,0585,0729,1111,2164,4513,4516,5786,6772,9199,9936,0286,0951,1178,2201,3507,4293,5713,6128,7535,9376
5173,22 May 2024,false,3691,5631,6150,0796,1456,1760,2591,3673,4111,5282,6838,7757,7914,0548,1146,1202,4987,6450,7298,8027,8425,8931,9227
5172,19 May 2024,false,4448,8523,9143,1830,2363,2878,3265,4632,6434,6772,6944,7249,7715,1595,2249,2894,2914,5506,5984,7525,8434,8514,9854
5171,18 May 2024,false,0431,2562,9157,2100,2740,2810,3686,4373,4469,5074,6141,8505,9150,0409,1343,1410,3455,5971,6385,7604,8228,8292,8334
5170,15 May 2024,false,1080,6727,3927,0029,0386,1417,2530,3334,4486,5164,5724,7933,9597,1208,1358,3970,4664,6224,6226,7823,7823,8672,9255
5169,12 May 2024,false,2054,4668,7347,0310,1136,2515,3565,4880,5407,5819,7003,7182,8605,0520,0759,3027,4349,4359,6644,6756,7158,8551,9763
5168,11 May 2024,false,1749,5441,8745,0807,2604,2941,3813,4169,4818,7719,8563,9644,9821,0158,0451,1152,2026,3610,4364,4871,5027,5793,7939
5167,08 May 2024,false,3255,6607,8573,1404,2133,3301,3633,3839,4621,6402,6602,7535,9091,0361,0662,3050,4860,5244,5784,7297,7927,9587,9668
5166,05 May 2024,false,8635,7908,7488,2650,3137,3477,6305,8021,8682,9423,9565,9615,9695,1791,3347,3696,4487,4843,5932,6888,7429,7743,8059
5165,04 May 2024,false,5233,7431,0928,0188,0695,1143,1469,1666,3180,4398,5972,7606,9426,0477,0707,1311,1509,2130,4062,4158,4566,5596,9458
5164,01 May 2024,true,2221,9035,6083,0349,1905,1990,2314,2548,2942,5275,5625,8843,9778,0171,0775,2809,2857,3685,4195,5407,5655,7762,8992
5163,28 Apr 2024,false,6576,7394,2928,2460,2665,3070,3167,5530,6116,6881,7156,7872,8676,0256,1475,3116,3698,5059,5118,5564,7353,8111,9061
5162,27 Apr 2024,false,4489,2139,8027,0366,0624,1503,2137,3815,4305,5142,6386,7061,9099,3053,3706,4147,6992,7538,7753,7806,8207,8635,9825
5161,24 Apr 2024,false,2922,5874,7116,1489,2150,3620,4120,5038,5144,8744,9110,9468,9514,0662,1104,1689,2721,5076,5550,7736,8516,9315,9999
5160,21 Apr 2024,false,4017,6997,5643,1969,2463,5280,5897,6394,7694,8143,9355,9361,9616,0364,0982,1175,2105,4327,5708,6426,6454,8219,9403
5159,20 Apr 2024,false,0737,1173,3111,1041,3012,3610,5162,6370,7465,7684,7906,9668,9830,0023,0059,0522,2017,2058,2064,2356,2995,3563,9917
5158,17 Apr 2024,false,8276,2227,3182,3979,5533,6819,7063,8488,8514,8597,8644,9507,9678,0680,1393,1747,2749,4149,5637,6902,7449,8080,8614
5157,14 Apr 2024,false,9406,4726,1892,0175,2321,2395,4971,6547,7603,7731,9176,9184,9284,0073,0321,2587,3672,4511,5078,5490,7548,7676,7855
5156,13 Apr 2024,false,3779,3136,2299,0679,1594,3012,3781,3968,5096,5668,7392,8469,9044,1639,4380,4458,6474,7506,7994,8178,8912,9659,9836
5155,10 Apr 2024,false,6763,4210,5525,1357,1549,1712,3491,4765,5940,6751,7403,8153,8510,0604,3496,4251,4393,4419,6838,7177,8539,9416,9496
5154,07 Apr 2024,false,2194,1562,6955,0094,0143,1416,5626,6314,6746,8586,8728,8818,9645,0223,0644,1195,1326,5765,5989,6805,7817,8470,9175
5153,06 Apr 2024,false,4437,9844,2406,1446,2993,3322,4340,5281,5546,5921,8650,9227,9858,0309,0697,2469,3222,4094,7254,7660,8148,8711,9106
5152,03 Apr 2024,true,1755,4508,3542,1830,2209,2260,3315,4554,6220,6901,7684,8278,9206,0859,0912,3181,3288,3699,4235,4669,7985,8467,9800
5151,31 Mar 2024,false,3914,5622,3317,2090,3689,3708,4917,5315,6406,6804,7905,8702,8831,0739,1503,1973,2200,2342,3710,4846,5918,6822,9914
5150,30 Mar 2024,false,7275,4184,1099,0544,1373,1683,3457,4851,6426,6581,6937,8380,9669,0201,1900,2232,3923,4495,5744,6794,8055,8641,9949
5149,27 Mar 2024,false,1356,5061,6623,0086,1075,2738,4495,6024,7076,7426,7670,7837,8178,0099,0131,4466,5778,6655,6692,7555,8588,8670,9636
5148,24 Mar 2024,false,0154,2866,8468,1109,1715,2267,5366,5657,5847,6445,6949,7000,9483,0690,2166,2823,2898,4412,6181,7250,7352,8306,8451
5147,23 Mar 2024,false,8233,4397,1532,1553,1942,3559,4566,5166,5720,6557,6750,6961,8334,0276,0810,1105,1462,2046,2663,5943,7328,8280,9766
5146,20 Mar 2024,false,3191,0766,3667,0190,0888,1060,1293,3329,3696,4156,4381,5167,8118,0327,1597,3292,3445,4214,4216,7620,7633,9718,9866
5145,17 Mar 2024,false,2874,1553,8550,1760,1864,2700,4379,7019,7093,7180,8442,8572,9440,2000,2118,2868,3644,4548,6567,7566,8809,8838,9314
5144,16 Mar 2024,false,6899,6747,4174,0142,1277,3575,3587,4311,6821,6876,6921,8568,9482,0170,2334,3240,3404,3584,4500,8571,8791,8990,9834
5143,13 Mar 2024,false,3235,4946,2328,0471,0586,2163,2779,4685,5015,8599,9601,9752,9962,2446,5048,6059,6471,6801,7244,7485,7885,8580,9682
5142,10 Mar 2024,false,6663,4349,8559,0269,0555,1161,1579,3832,5703,6516,6636,7583,9204,0007,0594,3737,4010,7879,7980,8573,8699,8781,9342
5141,09 Mar 2024,false,2312,3527,1784,3026,3105,4486,5530,7019,8230,8401,9018,9068,9495,1177,1459,2010,3760,4068,6301,7019,7313,7537,7979
5140,06 Mar 2024,true,4719,5753,4288,1403,3656,3842,5578,5991,7418,8259,8912,8970,9165,1389,1698,2322,3817,4209,6638,6918,7331,7494,9736
5139,03 Mar 2024,false,2468,0152,1457,0345,0360,1178,3867,5835,6167,7045,7160,8791,8962,1419,1759,4047,4194,7114,9082,9605,9688,9839,9887
5138,02 Mar 2024,false,4120,5096,1017,0817,3311,4520,4563,4615,6191,7183,7242,8571,9765,0627,1927,3460,4577,5761,5890,6366,8371,8525,8696
5137,28 Feb 2024,false,7947,0008,0181,2630,2810,4293,5735,6997,7827,8103,9001,9485,9824,1714,1960,2267,2475,2838,3354,3613,5381,5439,8426
5136,25 Feb 2024,false,4026,0195,4517,2238,2859,4328,6682,6781,6998,7098,8385,9611,9749,1233,3404,3409,3959,5047,5444,6419,7069,7437,9659
5135,24 Feb 2024,false,5131,3448,9949,3408,3581,3617,4449,5078,5342,6372,7569,8235,8560,0183,1434,3071,3300,4183,5763,6183,6697,6977,7669
5134,21 Feb 2024,false,2990,2832,5268,0779,2919,3970,5549,5862,6367,7289,9446,9468,9573,0597,2149,2846,4268,4603,4922,5225,5754,7080,9965
5133,18 Feb 2024,false,3803,8161,3506,0566,1578,3516,4681,4935,4995,5048,5771,6512,9666,0826,1588,1628,1726,2605,4360,5630,7868,8581,9746
5132,17 Feb 2024,false,0075,2810,0010,0249,2117,2213,2506,2565,6330,7542,8194,9083,9884,0008,0457,1012,2547,3347,3970,4236,5750,8026,9114
5131,14 Feb 2024,false,4720,4097,7236,0491,0860,1164,2755,6042,7159,7507,7922,8728,9677,0445,0821,2315,4238,4744,5359,7046,7370,8248,9817
5130,11 Feb 2024,false,6438,3830,1422,2049,3175,5345,5366,6101,6874,6909,6956,8385,8491,0931,1240,2941,4572,5296,6366,7119,8517,8887,9890
5129,10 Feb 2024,false,7719,5731,1709,1072,1624,2056,3662,7555,7785,8604,9231,9404,9541,0112,1852,2769,2916,4564,5785,6685,7088,9595,9718
5128,07 Feb 2024,true,0238,1564,6606,0752,1088,1366,2153,2462,3706,4251,5844,7450,8607,0170,0291,1450,2233,4008,4149,4829,6704,8377,9601
5127,04 Feb 2024,false,8434,1538,5333,0106,1422,1632,4667,5210,6428,7142,8469,9151,9746,0946,1185,2599,3507,3939,6741,6808,7619,8167,9392
5126,03 Feb 2024,false,4704,2409,1254,1834,1996,4183,7019,7187,7909,7942,8352,9153,9373,0136,1951,3469,3989,4877,5208,5551,6189,7092,8271
5125,31 Jan 2024,false,0394,9274,5623,0080,0177,1230,3172,3423,4821,5608,6957,7928,8365,1766,2135,2822,3477,5264,5383,5694,7955,8815,9371
5124,28 Jan 2024,false,5756,9987,7366,0103,1702,2650,4686,4697,6820,7330,7384,8362,9331,0181,0779,0912,3068,4985,7054,7382,8032,8753,9956
5123,27 Jan 2024,false,5166,6105,8724,1850,2515,4398,4433,6111,6700,7072,8677,9543,9665,2529,3523,3768,4513,5387,6289,8019,8951,9443,9682
5122,24 Jan 2024,false,1634,5936,3965,0266,0406,1821,4692,5066,5851,6245,6417,6493,7478,0033,2512,3254,5627,6527,6775,6906,6962,7351,8791
5121,21 Jan 2024,false,6118,4846,9382,0752,5096,5906,8077,8165,8456,8464,8629,8856,9497,0037,0586,2698,6076,6342,6504,7302,8222,8531,8797
5120,20 Jan 2024,false,1525,3207,4343,1272,2462,3961,7448,7498,7547,7658,8235,8455,9691,1302,1993,2568,4155,4297,4646,4930,8027,9742,9996
5119,17 Jan 2024,false,0344,0223,2625,0362,1274,1354,2814,3023,5716,6706,7137,7188,7856,0834,0999,1718,4021,4349,4401,4475,5562,5873,6025
5118,14 Jan 2024,false,7862,1876,7968,0160,0548,0626,5252,5318,6253,6749,7073,8185,9841,0461,0917,3262,5508,7242,8165,8328,9309,9774,9779
5117,13 Jan 2024,false,6272,3902,9979,0315,2514,2691,3155,3687,4914,4971,5202,6587,8547,1703,1926,2697,3697,4335,5316,8344,8558,8766,9232
5116,10 Jan 2024,false,2754,1914,1491,0185,3587,4728,5223,6182,6458,6756,6798,8456,8753,0129,1393,1807,2698,4222,4991,6795,8402,8606,9559
5115,07 Jan 2024,false,5451,4263,2745,2438,2919,4453,4638,5660,7719,7730,7938,8327,9266,0822,1270,3616,5134,5805,6631,7997,8251,8344,9238
5114,06 Jan 2024,false,9661,8697,4489,1144,1705,1868,4464,6532,7431,8337,8845,9044,9564,0278,0528,5344,6587,7419,7450,7845,8060,8964,9713
5113,03 Jan 2024,true,2982,4134,7925,0309,2915,5064,5147,5156,6163,7638,7795,9129,9398,0777,0927,1392,2106,3067,4213,4330,7374,8259,8741
5112,31 Dec 2023,false,8989,6055,9220,0223,0403,2250,2959,3884,4056,5114,5848,7935,7967,1108,2201,3102,3904,4155,4188,7137,7450,8713,9108
5111,30 Dec 2023,false,6357,4498,7815,1109,1911,1999,2964,3368,6172,8548,8825,9253,9404,0998,3000,5515,5587,5774,8194,8511,8651,8913,9522
5110,27 Dec 2023,false,1461,7340,8707,1025,1452,1814,2390,3782,4151,4163,4522,6584,7880,0532,1345,2672,3015,4787,7536,7846,7966,8247,8927
5109,24 Dec 2023,false,1806,8877,1643,1806,1986,4280,4551,6210,6277,6647,8579,8767,9303,0778,1931,1942,2279,2519,2645,4226,6859,7558,8509
5108,23 Dec 2023,false,3020,4269,3733,0124,1450,2135,2456,3081,3569,4349,7320,8182,8941,0774,1519,1677,2178,2960,4315,4452,6375,7874,8298
5107,20 Dec 2023,false,9212,2547,2829,0186,0411,3472,5554,6122,6980,8473,8546,9717,9946,0822,3043,3160,3192,4548,5101,6510,8228,8409,8553
5106,17 Dec 2023,false,8262,5547,0200,0083,4636,6208,6786,6956,7497,7618,8429,9237,9341,1307,1436,3257,3909,4562,4664,5775,7762,7871,8420
5105,16 Dec 2023,false,2612,8773,0660,0526,0554,2044,3312,4079,5735,6908,7685,9106,9295,0402,1254,1650,2111,2518,3257,6006,6642,8460,8594
5104,13 Dec 2023,false,7089,0639,7868,1043,1668,3933,4057,5946,6308,6411,6859,9234,9288,2256,3466,4114,5238,5504,8119,8496,8524,8871,8996
5103,10 Dec 2023,false,3253,6349,3276,1213,2791,3637,4672,5514,6103,6191,7967,8015,8040,0526,2260,3436,5067,5405,6155,6514,7187,8154,9436
5102,09 Dec 2023,false,8019,5653,4589,0150,0296,1170,1557,6159,7516,8338,8557,9064,9600,0363,0568,2428,5098,5564,6146,8085,8210,9028,9595
5101,06 Dec 2023,true,8598,8413,2140,0273,0649,1964,2177,3995,5337,7468,8681,8879,9367,2546,3475,3797,6303,6498,6507,6906,9249,9594,9776
5100,03 Dec 2023,false,1934,2403,4424,0638,1254,1546,3683,4064,5281,6000,6460,8368,9031,0159,1039,1968,2979,3014,3591,5681,6327,6364,9701
5099,02 Dec 2023,false,4283,5089,0638,0236,0416,0599,0654,1380,1407,1561,1583,3646,9927,0567,0831,1192,1624,1994,2577,3166,3579,3654,5985
5098,29 Nov 2023,false,9335,5960,3664,1020,1526,2972,3365,4802,8311,9344,9763,9811,9903,0678,0842,1830,2136,4586,4687,5592,7250,7819,9072
5097,26 Nov 2023,false,8400,7511,7927,1182,2036,2223,2916,4529,5965,6588,7793,7828,9299,1042,1677,2172,2234,3414,4259,4576,5318,7107,7295
5096,25 Nov 2023,false,8082,9953,1800,0713,1010,2035,3059,4206,5590,7004,7459,8007,9530,1256,2132,3170,3574,4639,6198,6323,7575,7712,8628
5095,22 Nov 2023,false,5183,7436,7226,0875,3541,3912,5617,6041,6165,6299,7349,8661,9038,1936,1991,2291,3226,7342,7512,7766,8137,8335,8810
5094,19 Nov 2023,false,5650,3746,4544,1037,1248,1685,1991,3211,5943,7605,8506,9357,9579,1317,1677,2071,2325,2937,3276,3969,6460,6586,9342
5093,18 Nov 2023,false,9479,4759,2403,2089,3933,6375,6404,6407,8248,8921,9162,9278,9978,0665,2766,3670,5053,5075,5537,6937,8465,8587,8765
5092,15 Nov 2023,false,6416,9788,7647,0302,2709,3645,5098,5197,5598,6087,8237,9252,9346,0333,0468,0924,1058,1746,2629,3747,5786,5890,8408
5091,12 Nov 2023,false,4102,5310,3333,0221,1647,3046,5820,5825,6333,6615,7272,7726,9372,0579,1645,2178,6862,6868,8383,9139,9459,9597,9919
5090,11 Nov 2023,false,4076,5934,5347,0059,0732,2561,3092,3190,4974,5552,6983,7809,7968,1009,1742,2683,3329,3630,3756,4601,7910,7918,9734
5089,08 Nov 2023,false,7232,6268,4169,0920,0961,1024,1120,2543,5544,6108,7860,8101,9688,1407,1914,2588,4934,6334,7216,7639,7818,9575,9890
5088,05 Nov 2023,false,8855,0134,0067,2496,4279,4719,5966,6249,6944,7832,9421,9532,9790,0831,2135,3011,3598,3739,4043,5141,6451,8309,8775
5087,04 Nov 2023,false,1080,8084,8721,0659,2245,2265,4617,6485,6632,7869,8363,8730,9138,1747,1868,1980,2560,3203,3370,4332,7000,7329,8565
5086,01 Nov 2023,true,3065,6615,4090,2844,3625,4436,4958,5633,5952,7593,8163,8268,8601,1861,5098,5562,6671,8213,8468,8623,8957,9546,9804
5085,29 Oct 2023,false,4186,9297,9527,0576,3027,3866,5073,5238,6222,6826,7407,9558,9812,0036,0071,1405,1742,3764,4980,5918,6006,6977,8942
5084,28 Oct 2023,false,8382,3500,2040,0205,0887,2529,3726,3937,6120,7923,8076,9258,9378,1827,2956,3192,3988,5395,5707,6422,7099,9648,9652
5083,25 Oct 2023,false,0629,6887,8318,0249,0877,1005,2512,4710,4879,4993,5797,5936,6480,0202,0791,2632,3949,4295,4582,7140,7400,7904,9397
5082,22 Oct 2023,false,2392,1312,1787,0312,0547,1683,1753,3524,5219,6151,7776,8545,9690,0263,1589,3695,6724,7344,8462,8698,9551,9921,9958
5081,21 Oct 2023,false,5854,4693,6018,0977,1882,4579,4616,4810,5330,5747,6163,6497,7818,0959,4210,4778,5185,5867,6000,6895,8901,8955,9359
5080,18 Oct 2023,false,4196,3199,9548,0466,1781,2432,4075,4152,4795,5219,6053,6790,8059,0714,2020,3163,3465,7344,7506,8044,9071,9412,9917
5079,15 Oct 2023,false,9007,8936,2054,3373,3469,3470,3999,4009,5481,5542,6771,6885,8476,0058,0061,0339,0946,1885,2598,3779,4973,6671,8479
5078,14 Oct 2023,false,0371,4819,6195,0007,0083,2317,2740,4591,6892,8040,8396,8485,8788,0137,2451,2508,3324,7008,7082,7481,8305,8962,9314
5077,11 Oct 2023,false,7359,5668,1310,0834,2770,4184,4450,5277,5646,6071,7467,7939,9325,1163,1172,2074,2250,3168,3310,4021,5579,6276,7811
5076,08 Oct 2023,false,2444,2636,7870,0716,1433,3876,4037,4864,6578,7079,7721,7807,8515,0473,2177,2491,3446,4888,5312,5650,5880,6494,7029
5075,07 Oct 2023,false,4900,2897,8794,0084,0835,2196,2750,4090,5581,5910,6334,9226,9985,1629,1684,2439,2477,3769,4112,5880,6582,8280,8636
5074,04 Oct 2023,true,2352,3507,2446,0051,2477,6351,6810,6947,7205,7547,7828,8183,8780,0277,0623,3843,5790,6192,6207,6961,7549,9059,9491
5073,01 Oct 2023,false,8084,7214,6145,1450,1724,4474,4756,6515,6530,7639,7658,7950,8701,3715,4012,5095,5144,5727,6280,6813,8915,9738,9775
5072,30 Sep 2023,false,2175,0999,2717,0317,1749,3786,4045,5539,5652,6128,6302,7457,9755,0253,0283,1856,4785,4851,5667,6743,7856,8524,8550
5071,27 Sep 2023,false,5445,1478,6592,1463,2538,2637,2700,4057,6496,7186,7484,8960,9953,1734,2393,3369,3492,4245,4598,4924,6411,6987,9952
5070,24 Sep 2023,false,3491,5825,1187,3760,4619,5329,5347,5722,6282,6778,8852,9272,9746,0859,1836,2336,3146,4402,4850,5773,8159,8841,9216
5069,23 Sep 2023,false,6147,4307,5766,0568,0627,1766,4710,4732,5632,5887,6866,8350,9186,0117,0519,1405,2175,3089,6367,6954,7048,8756,9672
5068,20 Sep 2023,false,7472,2883,2491,0624,1154,1813,3122,3439,4555,7268,8445,8761,9150,0015,0334,0664,0809,5069,5259,5941,6870,7675,9374
5067,17 Sep 2023,false,6349,8789,5582,0159,1663,2170,2420,2546,3099,4042,4540,6081,7334,2010,2130,2257,3005,3193,3898,4808,6115,9556,9948
5066,16 Sep 2023,false,9538,0398,8042,0968,1113,2094,3345,3861,4211,5110,6641,9573,9700,1378,2100,2549,3344,3819,4352,4497,7884,8077,8670
5065,13 Sep 2023,false,3131,3250,9864,1115,2319,3667,5148,5182,5249,5669,8312,9116,9990,0394,2177,2181,2659,2833,4985,6161,8277,8370,8590
5064,10 Sep 2023,false,9947,5702,9377,0232,0849,0850,2330,5382,5542,6136,6473,8670,9576,0197,0794,2762,4178,4692,5192,5677,6957,8121,9123
5063,09 Sep 2023,false,0993,7727,2612,0279,1494,2800,3295,4702,5822,7681,7763,8175,9392,0154,0931,2789,2934,3038,3455,3759,5908,8872,9273
5062,06 Sep 2023,true,2828,0984,9018,0168,1308,1759,1788,1999,3271,3401,4316,4348,6054,0454,2014,2682,3150,3992,4376,4867,5613,5740,7471
5061,03 Sep 2023,false,9235,3914,2346,0081,1885,4104,4819,6287,6633,7198,7694,7790,8567,1502,2670,3328,4709,4724,7154,8636,8721,9080,9660
5060,02 Sep 2023,false,0999,5283,3661,0227,1556,2270,3330,4694,5242,5913,7294,8538,9199,2514,3129,4781,5113,5651,7355,7487,8199,9253,9622
5059,30 Aug 2023,false,9345,6493,7056,2659,2718,3294,5103,5421,7323,8076,8261,9874,9981,0078,1333,2975,3814,3839,6160,6339,7093,8315,8821
5058,27 Aug 2023,false,4019,2422,1594,2526,4011,5352,5686,7362,7732,7763,8996,9045,9413,0399,1182,1189,3828,6831,7289,7315,8119,8446,9960
